"注：
1. 本体资源创建时，带*红色字段为必填字段；同一对象的多个属性信息前，只需要重复填写“对象英文名称”。
2. 每列名称请勿修改，修改后会导致导入出错。实际使用时，样例数据需删除。",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
CompositeCompIntelCharacteristic,,,,validFor,有效期限,String,特征适用的时间段。,,
CompositeCompIntelCharacteristic,,,,valueType,值类型,String,特征可以采用的一种值，例如数字、文本等。,,
Competitor ABE.Competitor Product Correlation ABE,CompetitorABE.Competitor产品CorrelationABE,竞争对手产品相关性 ABE 包含与竞争对手相关的各种产品域 ABE,启用,,,,,,
AtomicCompProdCorrelationCharacteristic,AtomicCompProdCorrelation特征,不具有任何从属 CompetitorProductCharacteristics 的 CompetitorProductCharacteristic 类型（即 AtomicCompProdCorrelationCharacteristic）是叶级 CompProdCorrelationCharacteristic。,启用,derivationFormula,推导公式,String,以符号、数字或字母表示的规则或原则，通常以方程的形式用于导出特征值的值。,,
AtomicCompProdCorrelationCharacteristic,,,,description,描述,String,解释特征是什么的叙述。,,
AtomicCompProdCorrelationCharacteristic,,,,extensible,术语extensible,String,一个指示符，指定在实例化实体的特征时可以通过添加新值来扩展特征的值。,,
AtomicCompProdCorrelationCharacteristic,,,,ID,标识,String,CompProdCorrelationCharacteristic 的唯一标识符。（«required»）,是,
AtomicCompProdCorrelationCharacteristic,,,,maxCardinality,最大基数,String,CharacteristicValue 可以呈现的最大实例数。例如，群组呼叫计划中的零到五个电话号码，其中 5 是 maxCardinality 的值。,,
AtomicCompProdCorrelationCharacteristic,,,,minCardinality,最小基数,String,CharacteristicValue 可以呈现的最小实例数。例如，群组呼叫计划中的零到五个电话号码，其中零是 minCardinality 的值。,,
AtomicCompProdCorrelationCharacteristic,,,,name,名称,String,一个单词、术语或短语，通过它可以了解特征并与特征区分开来。（«required»）,,是
AtomicCompProdCorrelationCharacteristic,,,,unique,唯一,String,"指定值对于规范是否唯一的指示符。
可能的值为； “在值有效时唯一”和“无论值是否有效都是唯一”",,
AtomicCompProdCorrelationCharacteristic,,,,validFor,有效期限,String,特征适用的时间段。,,
AtomicCompProdCorrelationCharacteristic,,,,valueType,值类型,String,"特征可以采用的一种值，例如数字、文本等。
如果规范不是复合规范，则为必需。",,
CompetitorProductCorrelation,Competitor产品Correlation,企业的产品供应与竞争对手的产品供应之间的比较或关系。  关于相关性的信息可以包括MarketSegments。,启用,degreeOfCorrelation,术语degreeOfCorrelation,String,衡量企业的产品供应与竞争对手的产品供应相比的接近程度的百分比。,,
CompetitorProductCorrelation,,,,description,描述,String,解释什么是竞争对手产品相关性的叙述。,,
CompetitorProductCorrelation,,,,lifeCycleStage,术语lifeCycleStage,String,相关产品生命周期的阶段。例如，获取、保留、赢回等等。,,
CompetitorProductCorrelation,,,,validFor,有效期限,String,竞争对手产品相关性适用的期间。,,
CompositeCompProdCorrelationCharacteristic,CompositeCompProdCorrelation特征,一种 CompetitorProductCorrelation，通过聚合其他 CompetitorProductCorrelations 形成，这些关联可以是 Composite 或 Atomic CompetitorProductCorrelation。,启用,derivationFormula,推导公式,String,以符号、数字或字母表示的规则或原则，通常以方程的形式用于导出特征值的值。,,
CompositeCompProdCorrelationCharacteristic,,,,description,描述,String,解释特征是什么的叙述。,,
CompositeCompProdCorrelationCharacteristic,,,,extensible,术语extensible,String,一个指示符，指定在实例化实体的特征时可以通过添加新值来扩展特征的值。,,
CompositeCompProdCorrelationCharacteristic,,,,ID,标识,String,CompProdCorrelationCharacteristic 的唯一标识符。（«required»）,是,
CompositeCompProdCorrelationCharacteristic,,,,maxCardinality,最大基数,String,CharacteristicValue 可以呈现的最大实例数。例如，群组呼叫计划中的零到五个电话号码，其中 5 是 maxCardinality 的值。,,
CompositeCompProdCorrelationCharacteristic,,,,minCardinality,最小基数,String,CharacteristicValue 可以呈现的最小实例数。例如，群组呼叫计划中的零到五个电话号码，其中零是 minCardinality 的值。,,
CompositeCompProdCorrelationCharacteristic,,,,name,名称,String,一个单词、术语或短语，通过它可以了解特征并与特征区分开来。（«required»）,,是
CompositeCompProdCorrelationCharacteristic,,,,unique,唯一,String,"指定值对于规范是否唯一的指示符。
可能的值为； “在值有效时唯一”和“无论值是否有效都是唯一”",,
CompositeCompProdCorrelationCharacteristic,,,,validFor,有效期限,String,特征适用的时间段。,,
CompositeCompProdCorrelationCharacteristic,,,,valueType,值类型,String,"特征可以采用的一种值，例如数字、文本等。
如果规范不是复合规范，则为必需。",,
CompProdCorCharacteristicValue,CompProdCor特征值,可以分配给 CompProdCorrelationCharacteristic 的数字或文本。,启用,fromValue,起始值,String,特征可以呈现的低范围值。,,
CompProdCorCharacteristicValue,,,,isDefault,是否默认,String,指示该值是否为特征的默认值。,,
CompProdCorCharacteristicValue,,,,rangeInterval,范围区间,String,"指定包含或排除 valueFrom 和 valueTo 属性的指示符。
可能的值为“打开”、“关闭”、“关闭底部”和“关闭顶部”。",,
CompProdCorCharacteristicValue,,,,toValue,结束值,String,特征可以采用的上限范围值。,,
CompProdCorCharacteristicValue,,,,unitOfMeasure,计量单位,String,长度、表面积、体积、干量、液体量、金钱、重量、时间等。一般来说，指定类型的确定数量或大小，作为与其他同类产品进行比较的标准，并为其指定数值，如 1 英尺、1 码、1 英里、1 平方英尺。,,
CompProdCorCharacteristicValue,,,,validFor,有效期限,String,值适用的时间段。,,
CompProdCorCharacteristicValue,,,,value,值,String,特征可以采用的离散值。,,
CompProdCorCharacteristicValue,,,,valueType,值类型,String,特征可以采用的一种值，例如数字、文本等。,,
CompProdCorrelationCharacteristic,CompProdCorrelation特征,"竞争对手产品相关性的特征质量或显着特征。该特征可以采用离散值，例如地理支出（中央、国家、级联），可以采用一系列值（例如，竞争对手产品提供收入为 500,000 美元 - 1,000,000 美元），或者可以从公式导出（例如，相关的市场细分数 = 与此相关性相关的市场细分数）。",启用,derivationFormula,推导公式,String,以符号、数字或字母表示的规则或原则，通常以方程的形式用于导出特征值的值。,,
CompProdCorrelationCharacteristic,,,,description,描述,String,解释特征是什么的叙述。,,
CompProdCorrelationCharacteristic,,,,extensible,术语extensible,String,一个指示符，指定在实例化实体的特征时可以通过添加新值来扩展特征的值。,,
CompProdCorrelationCharacteristic,,,,ID,标识,String,CompProdCorrelationCharacteristic 的唯一标识符。（«required»）,是,
CompProdCorrelationCharacteristic,,,,maxCardinality,最大基数,String,CharacteristicValue 可以呈现的最大实例数。例如，群组呼叫计划中的零到五个电话号码，其中 5 是 maxCardinality 的值。,,
CompProdCorrelationCharacteristic,,,,minCardinality,最小基数,String,CharacteristicValue 可以呈现的最小实例数。例如，群组呼叫计划中的零到五个电话号码，其中零是 minCardinality 的值。,,
CompProdCorrelationCharacteristic,,,,name,名称,String,一个单词、术语或短语，通过它可以了解特征并与特征区分开来。（«required»）,,是
CompProdCorrelationCharacteristic,,,,unique,唯一,String,"指定值对于规范是否唯一的指示符。
可能的值为； “在值有效时唯一”和“无论值是否有效都是唯一”",,
CompProdCorrelationCharacteristic,,,,validFor,有效期限,String,特征适用的时间段。,,
CompProdCorrelationCharacteristic,,,,valueType,值类型,String,"特征可以采用的一种值，例如数字、文本等。
如果规范不是复合规范，则为必需。",,
Market & Sales Domain.Market & Sales Strategy Plan ABE,市场&销售Domain.Market&销售策略计划ABE,市场和销售战略计划 ABE 支持有关如何通过适当的产品和渠道应对市场的业务计划和战略。,启用,,,,,,
AtomicOperationalMktPlan,Atomic运营Mkt计划,AtomicOperationalMktPlan 对应于一个活动计划，它是OperationalMarketingPlan 层次结构的最小级别。,启用,ID,标识,String,OperationalMarketingPlan 的唯一标识符,是,
AtomicOperationalMktPlan,,,,name,名称,String,一个单词、术语或短语，用于识别运营营销计划并将其与其他运营营销计划区分开来。,,是
AtomicOperationalMktPlan,,,,type,类型,String,该类型代表OperationalMarketingPlan的级别，即营销计划、营销计划或活动计划。,,
AtomicOperationalMktPlan,,,,validFor,有效期限,String,对象的有效时间段。,,
CompositeOperationalMktPlan,Composite运营Mkt计划,复合OperationalMktPlan 对应于同一OperationalMktPlan 中关联在一起的多个OperationalMktPlan 项。,启用,ID,标识,String,OperationalMarketingPlan 的唯一标识符,是,
CompositeOperationalMktPlan,,,,name,名称,String,一个单词、术语或短语，用于识别运营营销计划并将其与其他运营营销计划区分开来。,,是
CompositeOperationalMktPlan,,,,type,类型,String,该类型代表OperationalMarketingPlan的级别，即营销计划、营销计划或活动计划。,,
CompositeOperationalMktPlan,,,,validFor,有效期限,String,对象的有效时间段。,,
MarketStrategy,市场策略,精心设计的行动计划，涉及如何通过适当的产品和销售渠道来应对市场。,启用,,,,,,
OperationalMarketingPlan,运营营销计划,"运营营销计划定义了产品植入的长期或中期营销策略。
OperationalMarketingPlan 是一个抽象类，它定义了OperationalMarketingPlan 项包的层次结构视图。
它可能是：
• 与同一营销计划中关联在一起的多个OperationalMktPlan 项目相对应的复合OperationalMktPlan。
• 与活动计划相对应的原子OperationalMktPlan，它是OperationalMarketingPlan 层次结构的最小级别。
营销计划是由营销计划组成的综合运营市场计划
营销计划是由活动计划组成的综合运营市场计划
营销活动与作为 AtomicOperationalMktPlan 的活动计划相关联。
运营营销计划指定
• 分配、预测和实现的预算，
• 目标缔约方（PartyProfile 和 PartyProfileType），
• 要使用的SaleChannel，
• 它提供或旨在放置的 ProductSpecification、ProductSpecificationType、CommercialClassification 和 ProductOffering，
• 涉及的营销活动角色，
• 以及必须实现的营销目标，包括用于评估成果的指标（MktIndicatorSpec）",启用,ID,标识,String,OperationalMarketingPlan 的唯一标识符,是,
